药品分类,商品名称,包装规格,生产厂家,批准文号,采购价,折扣价,销量
中药饮片,合欢皮,精选 500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥18.00/千克,￥16.56,11
中药饮片,龙眼肉,统 250g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥20.00/0.25千克,￥18.40,12.25
中药饮片,白芍,统片/500g/包                    ,湖北时安饮片药业有限公司,鄂201600099,￥32.00/千克,￥29.44,33
中药饮片,淫羊藿,统丝 0.5kg/包                    ,江西国都中药饮片有限公司,赣20160112,￥34.00/0.5千克,￥31.28,19.5
中药饮片,净山楂,精选/100g/瓶 / 大包装：100 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥8.50/瓶,￥7.82,13
中药饮片,金果榄,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥368.00/千克,￥338.56,3
中药饮片,炒稻芽,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥6.00/0.5千克,￥5.52,11.5
中药饮片,人参,精选 250g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥680.00/千克,￥625.60,2
中药饮片,紫草,片 500g/袋                    ,江西康庆堂中药饮片有限公司,赣20140009,￥40.00/0.5千克,￥36.80,24.5
中药饮片,川芎,统片/500g/包                    ,湖北时安饮片药业有限公司,鄂201600099,￥37.00/千克,￥34.04,16
中药饮片,地龙,选 0.25kg/包                    ,江西国都中药饮片有限公司,赣20160112,￥76.25/0.25千克,￥70.15,6.5
中药饮片,枸杞子,精选/150g/瓶 / 大包装：100 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥24.00/瓶,￥22.08,14
中药饮片,藕节炭,统  500g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥16.75/0.5千克,￥15.41,1
中药饮片,木蝴蝶,统 500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥36.00/千克,￥33.12,9
中药饮片,建曲,500克/封                    ,重庆亚锋药业有限公司,国药准字Z50020666,￥9.50/0.5千克,￥8.74,23
中药饮片,地骨皮,统/500g/包                    ,湖北时安饮片药业有限公司,鄂201600099,￥43.50/0.5千克,￥40.02,4.5
中药饮片,莲子,精选/160g/瓶 / 大包装：100 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥28.00/瓶,￥25.76,1
中药饮片,胡黄连,统  250g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥71.75/0.25千克,￥66.01,3.25
中药饮片,蔓荆子,统  500g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥16.00/0.5千克,￥14.72,9
中药饮片,海藻,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥22.00/千克,￥20.24,11
中药饮片,酸枣仁,统 250g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥67.00/0.25千克,￥61.64,12.25
中药饮片,茯苓,选/500g/包                    ,湖北时安饮片药业有限公司,鄂201600099,￥38.00/千克,￥34.96,27
中药饮片,龙眼肉,精选/150g/瓶 / 大包装：100 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥24.00/瓶,￥22.08,5
中药饮片,楮实子,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥31.50/0.5千克,￥28.98,2
中药饮片,茯神,片 选 0.5kg/袋                    ,广东天诚中药饮片有限公司,粤20160354,￥26.00/0.5千克,￥23.92,31.5
中药饮片,路路通,统 500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥7.00/0.5千克,￥6.44,8.5
中药饮片,平贝母,选/250g/包                    ,湖北时安饮片药业有限公司,鄂201600099,￥378.00/千克,￥347.76,2
中药饮片,菊花【贡菊】,精选/50g/瓶 / 大包装：80 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥15.00/瓶,￥13.80,74
中药饮片,盐续断,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥40.00/千克,￥36.80,2
中药饮片,肉豆蔻,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20130309,￥24.75/0.25千克,￥22.77,3.5
中药饮片,昆布,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥11.50/0.5千克,￥10.58,16.5
中药饮片,川芎,统  500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥39.00/千克,￥35.88,60
中药饮片,三七粉,精选/250g/瓶 / 大包装：80 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥155.00/瓶,￥142.60,14
中药饮片,榧子,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥130.00/千克,￥119.60,2
中药饮片,茯苓皮,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥4.50/0.5千克,￥4.14,2
中药饮片,柏子仁,统 500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥70.00/0.5千克,￥64.40,7
中药饮片,党参,段 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥129.00/千克,￥118.68,10
中药饮片,无花果,精选/200g/瓶 / 大包装：100 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥19.00/瓶,￥17.48,1
中药饮片,红豆蔻,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥14.00/0.25千克,￥12.88,2
中药饮片,灵芝/紫芝,统/个  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥41.25/0.25千克,￥37.95,2
中药饮片,紫菀,统 500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥23.50/0.5千克,￥21.62,15
中药饮片,甘肃白头翁,统 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥41.00/0.5千克,￥37.72,7
中药饮片,沉香,优 0.25kg/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥1308.00/千克,￥1203.36,1
中药饮片,麸炒山药,统圆片  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥17.50/0.5千克,￥16.10,12.5
中药饮片,青葙子,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥24.50/0.5千克,￥22.54,3
中药饮片,银耳,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥29.00/0.25千克,￥26.68,5
中药饮片,法半夏,统 250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥49.25/0.25千克,￥45.31,57
中药饮片,长序砂仁,统粒 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥140.00/千克,￥128.80,34
中药饮片,土茯苓,统 500g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥17.00/0.5千克,￥15.64,16
中药饮片,制天南星,统  250g/袋                    ,安徽精诚本草中药饮片有限公司,皖20160088,￥74.00/千克,￥68.08,4
中药饮片,灵芝,片  250g/袋                    ,安徽亳州浙皖中药饮片股份有限公司,皖20160067,￥23.75/0.25千克,￥21.85,4.25
中药饮片,桑寄生,统 500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥16.00/千克,￥14.72,22
中药饮片,人工天竺黄,统  250g/袋                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥13.00/0.25千克,￥11.96,13.75
中药饮片,绞股蓝,精选/100g/瓶 / 大包装：80 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥17.00/瓶,￥15.64,16
中药饮片,儿茶,块/一级 0.5kg/袋                    ,江西齐仁堂中药饮片有限公司,赣20160124,￥40.00/0.5千克,￥36.80,1
中药饮片,黄药子,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥4.50/0.25千克,￥4.14,2.5
中药饮片,使君子,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥21.00/0.5千克,￥19.32,0.5
中药饮片,茯神,统片 250g/袋                    ,江西兆升中药饮片有限公司,赣20150010,￥58.00/千克,￥53.36,6
中药饮片,蒺藜,统 500g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥17.00/0.5千克,￥15.64,8.5
中药饮片,胡黄连,段/一级 0.5kg/袋                    ,江西齐仁堂中药饮片有限公司,赣20160124,￥160.00/0.5千克,￥147.20,0
中药饮片,醋莪术,统  500g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥21.00/0.5千克,￥19.32,1.5
中药饮片,醋五味子,选  500g/袋                    ,安徽亳州浙皖中药饮片股份有限公司,皖20160067,￥288.00/千克,￥264.96,5
中药饮片,菊花,统 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥65.00/千克,￥59.80,43
中药饮片,土鳖虫,个/一级 0.25kg/袋                    ,江西齐仁堂中药饮片有限公司,赣20160124,￥14.50/0.25千克,￥13.34,2
中药饮片,制草乌,统  250g/袋                    ,江西樟树天齐堂中药饮片有限公司,赣20160109,￥39.50/0.25千克,￥36.34,1.5
中药饮片,马勃,统个 250g/袋                    ,江西兆升中药饮片有限公司,赣20150010,￥142.00/千克,￥130.64,6
中药饮片,牡丹皮,统片 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥24.50/0.5千克,￥22.54,28
中药饮片,玫瑰花,精选/80g/瓶 / 大包装：80 瓶                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥11.00/瓶,￥10.12,20
中药饮片,玫瑰花,个/一级 0.1kg/袋                    ,江西齐仁堂中药饮片有限公司,赣20160124,￥34.00/0.5千克,￥31.28,0
中药饮片,炒王不留行,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥15.00/千克,￥13.80,5
中药饮片,石决明,统生  500g/包                    ,江西彭氏国药堂饮片有限公司,赣20170011,￥6.00/0.5千克,￥5.52,37
中药饮片,淡竹叶,统  500g/袋                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥24.00/千克,￥22.08,28
中药饮片,炒理枣仁,统粒 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥65.00/0.5千克,￥59.80,1.5
中药饮片,防风,家种统  250g/包                    ,江西彭氏国药堂饮片有限公司,赣20170011,￥10.75/0.25千克,￥9.89,70
中药饮片,薄荷,统  500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥14.50/0.5千克,￥13.34,17
中药饮片,鹿尾,50g-69g                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥637.20/59克,￥586.22,0
中药饮片,铁树叶,统 250g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥8.00/0.25千克,￥7.36,2.5
中药饮片,荜茇,统  250g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥20.75/0.25千克,￥19.09,3
中药饮片,白芷,统  500g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥27.00/千克,￥24.84,45
中药饮片,紫菀,统 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥42.00/千克,￥38.64,16
中药饮片,蒲公英,段 0.5kg/袋                    ,重庆亚锋药业有限公司,渝20150074,￥22.00/千克,￥20.24,25
中药饮片,北豆根,统片 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥20.00/0.5千克,￥18.40,0.5
中药饮片,平贝母,统250g/袋                    ,江西兆升中药饮片有限公司,赣20150010,￥238.00/千克,￥218.96,7
中药饮片,诃子,统  500g/袋                    ,江西兆升中药饮片有限公司,赣20150010,￥16.00/千克,￥14.72,9
中药饮片,蛤蚧,统 1对/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥21.00/对,￥19.32,104
中药饮片,红参,压条20支 10支/包                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥350.00/10支,￥322.00,22
中药饮片,升麻,选装 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥47.00/千克,￥43.24,16
中药饮片,防风,家统片  0.5kg/包                    ,江西国都中药饮片有限公司,赣20160112,￥21.50/0.5千克,￥19.78,33
中药饮片,蛤蚧,精选 1对/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥25.00/对,￥23.00,69
中药饮片,牛膝,统 500g/包                    ,江西彭氏国药堂饮片有限公司,赣20170011,￥28.00/千克,￥25.76,60
中药饮片,红参,30支边条 2支/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥18.00/支,￥16.56,27
中药饮片,鱼腥草,统 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥9.00/0.5千克,￥8.28,51
中药饮片,秋石,统 0.25kg/包                    ,江西彭氏国药堂饮片有限公司,赣20170011,￥33.00/千克,￥30.36,3
中药饮片,北沙参,统条  500g/袋                    ,深圳市正皇庄中药饮片有限公司,粤20160193,￥49.50/0.5千克,￥45.54,6
中药饮片,橘络,统  250g/袋                    ,樟树市庆仁中药饮片有限公司,赣20160092,￥94.50/0.25千克,￥86.94,0.25
中药饮片,远志,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥186.00/千克,￥171.12,5
中药饮片,红参,20支边条 2支/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥66.00/2支,￥60.72,17
中药饮片,陈皮,统丝 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥10.50/0.5千克,￥9.66,24.5
中药饮片,天花粉,统 0.5kg/包                    ,江西彭氏国药堂饮片有限公司,赣20170011,￥24.00/0.5千克,￥22.08,6.5
中药饮片,猕猴桃根,统 500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥9.50/0.5千克,￥8.74,6
中药饮片,红参,小片 100g/袋                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥66.00/0.1千克,￥60.72,0.1
中药饮片,桑白皮,统片 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥12.50/0.5千克,￥11.50,47
中药饮片,雷丸,统 250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥74.50/0.25千克,￥68.54,0
中药饮片,橘核,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥26.50/0.25千克,￥24.38,0.5
中药饮片,西洋参,7g 100g/包                    ,亳州市善安堂中药饮片有限公司,皖20160302,￥1296.00/千克,￥1192.32,2
中药饮片,苦参,统片 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥27.00/千克,￥24.84,32
中药饮片,醋龟甲,统 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥208.00/千克,￥191.36,0
中药饮片,五倍子,统 500g/袋                    ,江西樟树天齐堂中药饮片有限公司,赣20160109,￥23.00/0.5千克,￥21.16,2.5
中药饮片,苦瓜,统  250g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥13.00/0.25千克,￥11.96,0
中药饮片,鹅管石,统  500g/袋                    ,亳州亳药堂药业有限公司,皖20160126,￥7.50/0.5千克,￥6.90,0
中药饮片,南五味子,统粒 500g/包                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥37.50/0.5千克,￥34.50,43.5
中药饮片,白矾,统 0.5kg/包                    ,江西国都中药饮片有限公司,赣20160112,￥4.00/0.5千克,￥3.68,105.5
中药饮片,牛大力,段/一级500g/包                    ,江西百仁中药饮片有限公司,赣20150019,￥45.50/0.5千克,￥41.86,20
中药饮片,地肤子,统 250g/袋                    ,桂林兴安县鑫鑫中药饮片有限公司,桂20160116,￥5.00/0.25千克,￥4.60,17.5
医疗器械,眼舒冷敷凝胶【鱼腥草】,I型 10g/瓶/盒 / 大包装：500 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170047号,￥3.80/盒,￥3.49,1073
医疗器械,眼舒冷敷凝胶【熊胆明目】,I型 10g/瓶/盒 / 大包装：500 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170047号,￥3.80/盒,￥3.49,923
医疗器械,眼舒冷敷凝胶【视翳清】,15g+赠眼贴 / 大包装：500 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170047号,￥4.20/盒,￥3.86,906
医疗器械,耳舒冷敷凝胶【舒耳康】,I型 10g/瓶/盒 / 大包装：500 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170026号,￥4.80/盒,￥4.41,328
医疗器械,万通 退热贴,120mm*50mm 4片装 / 大包装：100 盒                    ,通化万通药业股份有限公司,吉通械备20150002,￥13.20/盒,￥12.14,889
医疗器械,鼻通冷敷凝胶【濞炎舒】,I型 20g/瓶/盒 / 大包装：400 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170024号,￥5.00/盒,￥4.60,143
医疗器械,护脐带,70mm*400mm*5条/盒                    ,蚌埠崇迪生物有限公司,皖蚌食药监械（准）字2013第1640002,￥20.00/盒,￥18.40,115
医疗器械,生理性海水鼻腔喷雾器【必通】,30ml / 大包装：100 瓶                    ,沈阳大得医疗器械产品有限公司,辽械注准20162660169,￥25.00/瓶,￥23.00,846
医疗器械,眼舒冷敷凝胶【金焊工】,I型 10g/瓶/盒 / 大包装：500 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170047号,￥3.80/盒,￥3.49,487
医疗器械,眼舒冷敷凝胶【闪亮e清】,12g+赠眼贴 / 大包装：500 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170047号,￥4.00/盒,￥3.68,766
医疗器械,眼舒冷敷凝胶【叶黄素】,I型 10g/瓶/盒 / 大包装：500 盒                    ,陕西妙应扶民堂药业有限公司,陕铜械备20170047号,￥3.80/盒,￥3.49,115
医疗器械,暖宫贴,9cm*10cm*2贴装 / 大包装：200 盒                    ,山东皇圣堂药业有限公司,鲁械注准20142260015,￥10.00/盒,￥9.20,651
医疗器械,综合型医用冷敷贴【奇校】,5贴装 / 大包装：100 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥8.80/盒,￥8.09,267
医疗器械,颈肩腰腿贴医用冷敷贴【奇校】,2贴装 / 大包装：200 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥4.50/盒,￥4.14,286
医疗器械,万通筋骨贴医用冷敷贴【奇校】,2贴装 / 大包装：200 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥4.50/盒,￥4.14,166
医疗器械,颈椎贴医用冷敷贴【奇校】,2贴装 / 大包装：200 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥4.50/盒,￥4.14,264
医疗器械,腰椎贴医用冷敷贴【奇校】,2贴装 / 大包装：200 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥4.50/盒,￥4.14,210
医疗器械,风湿关节贴医用冷敷贴【奇校】,2贴装 / 大包装：200 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥4.50/盒,￥4.14,199
医疗器械,肩周贴医用冷敷贴【奇校】,2贴装 / 大包装：200 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥4.50/盒,￥4.14,174
医疗器械,骨质增生贴医用冷敷贴【奇校】,2贴装 / 大包装：200 盒                    ,山东羚药医疗器械有限公司,鲁菏械备20150092号,￥4.50/盒,￥4.14,205
医疗器械,【足可爽】足部冷敷贴,6贴装 / 大包装：400 盒                    ,安徽省德济堂药业有限公司,皖阜械备20170005号,￥3.50/盒,￥3.22,237
医疗器械,创可贴,90mm*100mm*1片 / 大包装：3000 袋                    ,深圳三九九正生物医药有限公司,粤深械备20150137号,￥1.20/袋,￥1.10,3794
医疗器械,【乐行人】晕车贴【耳后】,2.50cm*2贴/盒 / 大包装：600 盒                    ,四川省乐至贵均卫生材料有限公司,Q/GJWC001-2017,￥2.30/盒,￥2.11,7051
医疗器械,小儿腹泻贴【百年婴宝】,70mm*70mm*2贴/袋*2袋/盒                    ,候马经济开发区金葵花大健康产业有限公司,晋临械备20150011号,￥4.30/盒,￥3.95,478
医疗器械,(乐行人)晕车贴,2贴耳后型+2贴肚脐=4贴/盒 / 大包装：400 盒                    ,四川乐至贵均卫生材料有限公司,豫济食药监械（准）字2009第1640003号,￥5.90/盒,￥5.42,1771
医疗器械,医用退热贴【薄荷味】,120mm*50mm*2袋装                    ,江门市新时代外用制剂有限公司,粤江械备20150018,￥2.85/盒,￥2.62,644
医疗器械,一次性聚乙烯【PE】检查手套,100片（中.M） / 大包装：200 包                    ,徐州棉田卫生材料有限公司,苏徐械备20150071号,￥5.28/包,￥4.85,2209
医疗器械,医用退热贴【薄荷味】,120mm*50mm*3袋装                    ,江门市新时代外用制剂有限公司,粤江械备20150018,￥3.60/盒,￥3.31,793
医疗器械,医用退热贴【薄荷味】,120mm*50mm*4袋装                    ,江门市新时代外用制剂有限公司,粤江械备20150018号,￥4.30/盒,￥3.95,775
医疗器械,一次性使用医用橡胶检查手套*一次性手套,50个（小号） / 大包装：20 包                    ,江西恒生实业有限公司,贑洪食药监械（准）字2011第1660097号,￥33.00/包,￥30.36,125
医疗器械,*医用退热贴【婴幼儿专用】,11cm*4cm*2贴 / 大包装：300 盒                    ,揭阳市粤源医疗器械有限公司,粤揭械备20140004号,￥2.85/盒,￥2.62,1072
医疗器械,压舌板,100片/包 / 大包装：100 包                    ,南昌市佳辉医疗保健品有限公司,赣洪械备20150183号,￥4.50/包,￥4.14,135
医疗器械,默氏皮炎套盒【医用冷敷贴和冷敷凝胶】,50mm*80mm*5袋+15g/盒 / 大包装：160 盒                    ,湖南德禧医疗科技有限公司,湘常械备20140001号/湘常械备20170014号,￥13.30/盒,￥12.23,2
医疗器械,一次性使用无菌注射针(注射针头),5ML:0.6#（100支/盒 ） / 大包装：1800 支                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2013第3151906号,￥0.25/支,￥0.23,9364
医疗器械,宝宝喂药器,个 / 大包装：200 个                    ,东莞市协和医疗器械科技有限公司,GB 9690-2009,￥12.00/个,￥11.04,11
医疗器械,手术刀片,20# 10片/包                    ,上海浦东金环医疗用品股份有限公司,沪食药监械(准)字2010第1010715号(更),￥4.50/包,￥4.14,29
医疗器械,奇校退热贴,3贴/盒 / 大包装：200 盒                    ,广州九弘医药科技有限公司,粤穗食药监械（准)字2011第1580045号,￥5.00/盒,￥4.60,2108
医疗器械,一次性使用灭菌橡胶外科手套,7#/50副/盒                    ,桂林紫竹乳股制品有限公司,桂械注准20152660022,￥2.20/副,￥2.02,40
医疗器械,叮噹 医用退热贴,50mm*120mm*1贴/袋*3袋                    ,广州市雨纯生物科技有限公司,粤穗械备20150137号,￥4.85/盒,￥4.46,1609
医疗器械,医用冷敷贴,70mm*50mm*2贴/袋（尾翼型） / 大包装：24 盒                    ,湖南德禧医疗科技有限公司,湘常械备20140001号,￥5.88/盒,￥5.40,5
医疗器械,医用冷敷贴,90mm*120mm*8贴装 / 大包装：300 盒                    ,湖南德禧医疗科技有限公司,湘常械备20140001号,￥10.08/盒,￥9.27,0
医疗器械,医用冷敷贴,90mm*120mm*8贴装 / 大包装：300 盒                    ,湖南德禧医疗科技有限公司,湘常械备20140001号,￥10.08/盒,￥9.27,3
医疗器械,苗祖霸王苗家贴【冷敷贴】,100mm*130mm*4贴/盒 / 大包装：240 盒                    ,河南仁德医药科技有限公司,豫郑食药监械生产备20150019号,￥12.00/盒,￥11.04,192
医疗器械,医用冷敷贴,90mm*120mm*8贴装 / 大包装：300 盒                    ,湖南德禧医疗科技有限公司,湘常械备20140001号,￥10.08/盒,￥9.27,0
医疗器械,远红外灸贴,7.5cm*9.0cm/贴/2贴 / 大包装：200 盒                    ,湖南德禧医疗科技有限公司,湘械注准20152260200,￥13.93/盒,￥12.81,0
医疗器械,九邦弹力轻薄大片创可贴,70mm*54mm*4片 / 大包装：600 盒                    ,深圳三九九正生物医药有限公司,粤深械备20150137号,￥2.50/盒,￥2.30,2311
医疗器械,万痛筋骨贴,70*100mm*6贴装/盒 / 大包装：300 盒                    ,延安市宝塔区温王医药科技有限公司,陕延械备20150020号,￥4.80/盒,￥4.41,197
医疗器械,葵花 创口贴（弹力型）,70mm*18mm*100片 / 大包装：200 盒                    ,金华市景迪医疗用品有限公司,浙金械备20150022号,￥5.50/盒,￥5.06,235
医疗器械,弹性创可贴,7.0cm*2.0cm*100片                    ,上海卫生材料厂有限公司,沪闵械备20140011号,￥2.50/盒,￥2.30,103
医疗器械,一次性使用静脉输液针,0.45#(100支/包)                    ,江西洪达医疗器械集团有限公司,国食药监械(准)字2013第3151676号,￥0.16/支,￥0.14,1292
医疗器械,手术刀片,11#*10片/包                    ,上海浦东金环医疗用品股份有限公司,沪食药监械(准)字2010第1010715号(更),￥4.50/包,￥4.14,13
医疗器械,tatale天然胶乳橡胶避孕套【柠檬香】香芬系列,10只装 / 大包装：240 盒                    ,广东汇通乳胶制品有限公司,粤械注准20162660471,￥3.50/盒,￥3.22,69
医疗器械,吲哚美辛贴片【万特力】,7cm*10cm*7片装                    ,兴和制药（中国）有限公司,国药准字J20160036,￥49.50/盒,￥45.54,4
医疗器械,医用纱布敷料,5*7*8*400块/包 / 大包装：65 包                    ,南昌市旭辉医疗器械有限公司,赣食药监械(准)字2013第2640113号,￥34.50/包,￥31.74,50
医疗器械,【第6感】螺纹避孕套-柠檬香,12只 / 大包装：144 盒                    ,马来西亚,国械注进20152662725,￥14.80/盒,￥13.61,544
医疗器械,【第6感】超薄平滑避孕套-香草香,3只                    ,马来西亚,国械注进20152662725,￥5.70/盒,￥5.24,549
医疗器械,121度 压力蒸汽灭菌化学指示卡,200片/盒                    ,山东新华医疗器械股份有限公司,鲁卫消证字2002第0615号,￥18.00/盒,￥16.56,0
医疗器械,止血贴创可贴【恒健】,18mm*70mm/100片无弹 / 大包装：100 盒                    ,广东恒健制药有限公司,粤江食药监械（准）字2009第1640015号,￥4.80/盒,￥4.41,16981
医疗器械,【妙手牌】弹性创可贴,70mm*20mm*100片/盒 / 大包装：100 盒                    ,江苏南方卫材医药股份有限公司,苏常械备20153025号,￥4.95/盒,￥4.55,13639
医疗器械,医用降温贴【小儿护脑型】,120mm*50mm 3贴/盒                    ,岳阳今华医疗器械有限公司	,湘岳械备20140002号,￥5.00/盒,￥4.60,40
医疗器械,医用胶带【橡皮膏】,0.9cm*9m*1卷/袋                    ,石门永康医疗器械有限公司,湘（常）食药监械（准）字2012第1640023号,￥3.00/袋,￥2.76,443
医疗器械,杜蕾斯避孕套【挚爱装】,3只                    ,青岛伦敦杜蕾斯有限公司,鲁械注准20162660063,￥9.90/盒,￥9.10,1043
医疗器械,创可贴【弹性止血贴】,100片 / 大包装：100 盒                    ,广东恒建制药,粤江食药监械（准）字2009第1640015,￥6.30/盒,￥5.79,15634
医疗器械,一次性使用医用橡胶检查手套*一次性手套,50付大号 / 大包装：20 包                    ,江西恒生实业有限公司,赣洪食药监械（准）字2011第1660097号,￥33.50/包,￥30.82,277
医疗器械,一次性使用无菌注射器 带针,2ml*0.6#(150支/中18盒) / 大包装：2700 支                    ,广西双健科技有限公司,国械注准20173150851,￥0.24/支,￥0.22,1704
医疗器械,苯扎氯胺贴,100片/盒 / 大包装：60 盒                    ,上海强生有限公司,国药准字H10920011,￥18.50/盒,￥17.02,5470
医疗器械,联邦 创口贴-超弹防水透气,72cm*23cm*10片*10包/盒 / 大包装：150 盒                    ,广州市雨纯生物科技有限公司,粤穗械备20140091号,￥10.50/盒,￥9.66,278
医疗器械,葵花 创口贴【防水透气型】,72mm*22mm*10片10袋 / 大包装：200 盒                    ,金华市景迪医疗用品有限公司,浙金械备20150022号,￥9.50/盒,￥8.74,215
医疗器械,天然乳橡胶避孕套【第6感颗粒柠檬香】,12只                    ,印度,国械注进20152663618,￥15.20/盒,￥13.98,58
医疗器械,高高医用退热贴,120mm*50mm*1片                    ,东莞市高高医疗器械有限公司,国械备20151142,￥4.80/包,￥4.41,148
医疗器械,一次性使用无菌注射器 带针,中头式 1ml*0.45#(200支/盒) / 大包装：3600 支                    ,江西洪达医疗,国食药监械(准)字2014第3151139号,￥0.26/支,￥0.23,9501
